year,geo_name,geo,income_below_poverty,pop_poverty_status,income_below_poverty,income_below_poverty_moe,pop_poverty_status,pop_poverty_status_moe
2013,Lauderdale County,05000US01077,15594,90685,15594,1354,90685,308
2014,"Outagamie County, WI",05000US55087,15578,175892,15578,1221,175892,559
2016,Lake County,05000US06033,15561,63263,15561,1404,63263,193
2015,Muskingum County,05000US39119,15554,83464,15554,1004,83464,381
2013,Lajas Municipio,05000US72079,15547,25392,15547,964,25392,41
2013,Camuy Municipio,05000US72027,15541,34752,15541,1133,34752,51
2013,"Shelby County, AL",05000US01117,15538,195713,15538,1437,195713,518
2016,Jackson County,05000US17077,15533,54979,15533,1023,54979,533
2013,"Woodbury County, IA",05000US19193,15532,99161,15532,1186,99161,344
2016,Lee County,05000US28081,15531,84144,15531,1342,84144,205
2016,Pike County,05000US21195,15528,61635,15528,1123,61635,207
2014,Sampson County,05000US37163,15524,62963,15524,1168,62963,267
2013,Naranjito Municipio,05000US72105,15515,30149,15515,1211,30149,88
2013,Greenwood County,05000US45047,15499,67002,15499,1281,67002,500
2013,Wilkes County,05000US37193,15497,68124,15497,1770,68124,198
2013,Vermilion County,05000US17183,15494,79005,15494,1166,79005,281
2015,"Wicomico County, MD",05000US24045,15493,97226,15493,1419,97226,369
2014,Jones County,05000US28067,15477,66636,15477,1587,66636,391
2014,"Berkeley County, WV",05000US54003,15463,105740,15463,1615,105740,458
2013,"La Crosse County, WI",05000US55063,15458,110251,15458,1120,110251,520
2015,Buchanan County,05000US29021,15456,85529,15456,1072,85529,389
2014,"Hardin County, KY",05000US21093,15444,103627,15444,1663,103627,442
2016,Grant County,05000US53025,15441,91549,15441,1582,91549,216
2014,"Steuben County, NY",05000US36101,15439,97398,15439,963,97398,243
2016,Otero County,05000US35035,15439,62136,15439,1468,62136,862
2014,"Woodbury County, IA",05000US19193,15434,99389,15434,1391,99389,346
2015,Franklin County,05000US53021,15406,84049,15406,1714,84049,274
2014,Victoria County,05000US48469,15395,87519,15395,1544,87519,373
2014,Lake County,05000US06033,15395,63299,15395,1279,63299,217
2013,Yuba County,05000US06115,15392,71271,15392,1284,71271,267
2016,"Hamilton County, IN",05000US18057,15381,301103,15381,1674,301103,308
2016,"Androscoggin County, ME",05000US23001,15370,104025,15370,1120,104025,355
2015,Lee County,05000US28081,15327,83861,15327,1309,83861,339
2014,"Johnson County, IN",05000US18081,15320,141024,15320,1756,141024,461
2014,Henderson County,05000US48213,15311,77460,15311,1468,77460,241
2013,Jones County,05000US28067,15307,66614,15307,1461,66614,283
2013,Duplin County,05000US37061,15301,58274,15301,1429,58274,191
2015,Bannock County,05000US16005,15288,81121,15288,1305,81121,652
2013,Muskogee County,05000US40101,15280,66826,15280,1196,66826,425
2016,"Tom Green County, TX",05000US48451,15267,110376,15267,1648,110376,811
2014,Lajas Municipio,05000US72079,15266,25066,15266,996,25066,39
2016,"Butler County, PA",05000US42019,15257,180498,15257,991,180498,647
2016,"Yamhill County, OR",05000US41071,15255,97108,15255,1520,97108,585
2016,Darlington County,05000US45031,15241,66163,15241,1181,66163,247
2016,"Rockingham County, NH",05000US33015,15240,297748,15240,1340,297748,333
2013,"Outagamie County, WI",05000US55087,15239,174852,15239,1210,174852,398
2014,Pike County,05000US21195,15238,63121,15238,1169,63121,301
2015,"Berkeley County, WV",05000US54003,15235,107351,15235,1715,107351,470
2014,"Allegan County, MI",05000US26005,15220,110980,15220,1339,110980,278
2016,Sampson County,05000US37163,15207,62915,15207,1269,62915,191
2016,"Craven County, NC",05000US37049,15205,100278,15205,1224,100278,490
2015,Jones County,05000US28067,15197,66855,15197,1484,66855,224
2016,"Guadalupe County, TX",05000US48187,15190,145245,15190,1637,145245,302
2014,"Mercer County, PA",05000US42085,15185,108475,15185,970,108475,569
2014,Camuy Municipio,05000US72027,15178,34385,15178,1093,34385,54
2016,Glynn County,05000US13127,15177,81134,15177,1539,81134,327
2013,Nacogdoches County,05000US48347,15174,59088,15174,1191,59088,592
2014,"Marathon County, WI",05000US55073,15171,132896,15171,1206,132896,351
2013,Aguas Buenas Municipio,05000US72007,15171,28271,15171,1063,28271,101
2014,Dallas County,05000US01047,15163,42234,15163,1243,42234,171
2016,"Kaufman County, TX",05000US48257,15160,110266,15160,1468,110266,372
2014,"Howard County, MD",05000US24027,15159,297503,15159,1531,297503,317
2013,Glynn County,05000US13127,15148,78905,15148,1552,78905,373
2013,Dallas County,05000US01047,15143,42653,15143,1083,42653,128
2016,Gurabo Municipio,05000US72063,15141,46729,15141,1786,46729,131
2013,Lee County,05000US28081,15137,82695,15137,1183,82695,317
2016,"Berkshire County, MA",05000US25003,15136,122336,15136,1125,122336,424
2014,Aguas Buenas Municipio,05000US72007,15135,27996,15135,1075,27996,96
2014,Buchanan County,05000US29021,15133,85534,15133,1271,85534,396
2015,"Fairfield County, OH",05000US39045,15110,146126,15110,1339,146126,362
2016,"Howard County, MD",05000US24027,15109,306508,15109,1496,306508,379
2013,"Steuben County, NY",05000US36101,15100,97471,15100,1010,97471,206
2016,Vermilion County,05000US17183,15093,76473,15093,990,76473,284
2016,Yuba County,05000US06115,15080,72585,15080,1399,72585,285
2016,"LaSalle County, IL",05000US17099,15069,108498,15069,1155,108498,320
2013,Muskingum County,05000US39119,15056,83333,15056,994,83333,457
2013,"Newton County, GA",05000US13217,15051,98976,15051,2061,98976,415
2013,Fajardo Municipio,05000US72053,15042,35986,15042,998,35986,130
2014,Daviess County,05000US21059,15016,94988,15016,1222,94988,406
2015,"Kaufman County, TX",05000US48257,15016,107490,15016,1525,107490,470
2016,"Fairfield County, OH",05000US39045,15010,147210,15010,1304,147210,369
2014,Walker County,05000US01127,14997,65103,14997,1453,65103,275
2015,"Henderson County, NC",05000US37089,14984,108533,14984,1333,108533,229
2015,Glynn County,05000US13127,14981,80249,14981,1422,80249,404
2013,"Henderson County, NC",05000US37089,14975,106366,14975,1567,106366,263
2014,Vermilion County,05000US17183,14965,78162,14965,964,78162,315
2016,"Mercer County, PA",05000US42085,14962,107052,14962,929,107052,498
2015,Daviess County,05000US21059,14948,95592,14948,1284,95592,331
2014,Watauga County,05000US37189,14947,46541,14947,930,46541,714
2013,"Allegan County, MI",05000US26005,14933,110518,14933,1200,110518,226
2013,"Eau Claire County, WI",05000US55035,14928,95109,14928,1087,95109,472
2015,Riley County,05000US20161,14922,66205,14922,1072,66205,778
2015,"Lebanon County, PA",05000US42075,14922,132541,14922,1273,132541,346
2013,Cullman County,05000US01043,14903,79386,14903,1443,79386,230
2016,"Bartow County, GA",05000US13015,14899,100959,14899,1651,100959,286
2015,Oconee County,05000US45073,14897,74271,14897,1125,74271,197
2014,"Wayne County, OH",05000US39169,14888,111162,14888,1382,111162,350
2015,"Hardin County, KY",05000US21093,14886,103997,14886,1219,103997,439
2016,Bannock County,05000US16005,14875,81426,14875,1273,81426,339
2015,Maverick County,05000US48323,14872,55773,14872,1441,55773,280
2016,Fajardo Municipio,05000US72053,14866,33678,14866,929,33678,80
2016,Rockdale County,05000US13247,14863,86594,14863,1290,86594,229
2015,"Eau Claire County, WI",05000US55035,14862,97020,14862,1016,97020,482
2014,Naranjito Municipio,05000US72105,14859,29868,14859,1256,29868,113
2013,Riley County,05000US20161,14858,64051,14858,1158,64051,729
2016,"Hardin County, KY",05000US21093,14847,104157,14847,1341,104157,536
2016,"Marathon County, WI",05000US55073,14825,133387,14825,1102,133387,359
2015,Wood County,05000US54107,14825,85243,14825,1136,85243,319
2013,Iberia Parish,05000US22045,14824,71471,14824,1274,71471,1226
2014,"Saratoga County, NY",05000US36091,14820,218060,14820,1169,218060,582
2013,Oktibbeha County,05000US28105,14816,43912,14816,1030,43912,471
2015,Flagler County,05000US12035,14814,99791,14814,1805,99791,357
2015,Cullman County,05000US01043,14814,79885,14814,1294,79885,268
2015,Lancaster County,05000US45057,14802,79206,14802,1405,79206,331
2016,Spalding County,05000US13255,14798,62777,14798,1568,62777,243
2016,Watauga County,05000US37189,14797,47235,14797,852,47235,372
2013,Pike County,05000US21195,14793,63196,14793,1227,63196,299
2015,Aguas Buenas Municipio,05000US72007,14789,27597,14789,1057,27597,83
2013,Lowndes County,05000US28087,14783,58193,14783,1195,58193,311
2015,Oktibbeha County,05000US28105,14780,43800,14780,1155,43800,348
2014,Greene County,05000US47059,14780,66776,14780,1080,66776,277
2015,"Wayne County, OH",05000US39169,14758,111438,14758,1267,111438,347
2016,Harrisonburg city,05000US51660,14757,44594,14757,1004,44594,447
2014,"Eau Claire County, WI",05000US55035,14753,96032,14753,831,96032,784
2015,Nacogdoches County,05000US48347,14752,60055,14752,1451,60055,510
2013,Greene County,05000US47059,14750,66941,14750,1372,66941,234
2016,Wood County,05000US54107,14747,84990,14747,1159,84990,382
2013,"Johnson County, IN",05000US18081,14733,138808,14733,1425,138808,407
2015,Watauga County,05000US37189,14726,46925,14726,802,46925,402
2014,Iberia Parish,05000US22045,14720,72372,14720,1471,72372,259
2013,Indiana County,05000US42063,14695,83228,14695,922,83228,635
2016,"Alexandria city, VA",05000US51510,14688,150263,14688,1277,150263,339
2014,Muskogee County,05000US40101,14679,66679,14679,1029,66679,409
2015,Muskogee County,05000US40101,14670,66227,14670,795,66227,404
2014,Oktibbeha County,05000US28105,14666,43853,14666,1218,43853,617
2013,Quebradillas Municipio,05000US72115,14663,25646,14663,1029,25646,133
2013,"Mercer County, PA",05000US42085,14655,108935,14655,909,108935,592
2016,Lafourche Parish,05000US22057,14646,95131,14646,1285,95131,413
2013,Victoria County,05000US48469,14638,86709,14638,1501,86709,296
2015,Lajas Municipio,05000US72079,14632,24666,14632,950,24666,43
2016,Nacogdoches County,05000US48347,14631,60066,14631,1261,60066,429
2014,"Kaufman County, TX",05000US48257,14628,105499,14628,1389,105499,425
2015,Naranjito Municipio,05000US72105,14616,29597,14616,1179,29597,99
2014,Moore County,05000US37125,14609,89656,14609,1301,89656,214
2013,Aí±asco Municipio,05000US72011,14599,29001,14599,996,29001,58
2014,Riley County,05000US20161,14599,65400,14599,1202,65400,709
2015,Walker County,05000US01127,14598,64892,14598,1460,64892,237
2016,Henderson County,05000US48213,14593,77646,14593,1440,77646,322
2014,Lowndes County,05000US28087,14586,58279,14586,1191,58279,286
2014,Troup County,05000US13285,14583,66552,14583,1330,66552,267
2015,"Saratoga County, NY",05000US36091,14583,219431,14583,1008,219431,456
2015,Dallas County,05000US01047,14580,41648,14580,984,41648,172
2015,Henderson County,05000US48213,14572,77507,14572,1307,77507,274
2015,Vermilion County,05000US17183,14571,77368,14571,1021,77368,300
2016,Muskingum County,05000US39119,14564,83591,14564,1154,83591,379
2016,"Henderson County, NC",05000US37089,14559,109603,14559,1315,109603,222
2013,Henderson County,05000US48213,14559,77206,14559,1402,77206,247
2016,"Steuben County, NY",05000US36101,14558,96532,14558,822,96532,306
2015,"Woodbury County, IA",05000US19193,14557,99501,14557,1371,99501,360
2013,"Midland County, TX",05000US48329,14555,140625,14555,1624,140625,343
2016,Lajas Municipio,05000US72079,14552,24284,14552,1176,24284,38
2015,"Mercer County, PA",05000US42085,14549,107882,14549,999,107882,508
2014,"Frederick County, MD",05000US24021,14540,234784,14540,1447,234784,551
2016,Indiana County,05000US42063,14533,81561,14533,907,81561,357
2015,Victoria County,05000US48469,14531,88582,14531,1482,88582,286
2013,Buchanan County,05000US29021,14514,85427,14514,1077,85427,375
2014,Quebradillas Municipio,05000US72115,14510,25417,14510,1045,25417,137
2013,Van Buren County,05000US26159,14498,74904,14498,957,74904,277
2013,Pulaski County,05000US21199,14487,62287,14487,1370,62287,231
2014,"Midland County, TX",05000US48329,14484,144750,14484,1652,144750,280
2013,"Marathon County, WI",05000US55073,14482,132513,14482,1168,132513,353
2014,Nacogdoches County,05000US48347,14480,59696,14480,1238,59696,504
2013,"Hamilton County, IN",05000US18057,14453,281143,14453,1330,281143,318
2014,"Kent County, RI",05000US44003,14448,163622,14448,1205,163622,364
2015,Howard County,05000US18067,14445,81324,14445,1096,81324,343
2016,Iberia Parish,05000US22045,14437,72616,14437,1230,72616,293
2016,"Berkeley County, WV",05000US54003,14436,109076,14436,1555,109076,324
2013,Halifax County,05000US37083,14422,52616,14422,1200,52616,292
2013,Watauga County,05000US37189,14420,46137,14420,918,46137,504
2016,"Pennington County, SD",05000US46103,14402,104514,14402,1100,104514,396
2015,Troup County,05000US13285,14388,67084,14388,1280,67084,306
2016,Troup County,05000US13285,14388,67495,14388,1437,67495,295
2015,Otero County,05000US35035,14387,62342,14387,1343,62342,295
2015,"LaSalle County, IL",05000US17099,14386,109287,14386,1109,109287,431
2013,Surry County,05000US37171,14383,72392,14383,1078,72392,252
2014,"Lebanon County, PA",05000US42075,14379,131886,14379,1157,131886,417
2014,Surry County,05000US37171,14367,72390,14367,1125,72390,314
2014,Cullman County,05000US01043,14354,79581,14354,1315,79581,228
2016,Riley County,05000US20161,14347,66169,14347,1067,66169,444
2016,Oktibbeha County,05000US28105,14343,44002,14343,1090,44002,351
2013,Daviess County,05000US21059,14340,94413,14340,1194,94413,378
2013,Sampson County,05000US37163,14337,62768,14337,1180,62768,261
2014,Naguabo Municipio,05000US72103,14331,26792,14331,1076,26792,60
2015,Harrisonburg city,05000US51660,14326,44091,14326,1059,44091,520
2014,Van Buren County,05000US26159,14326,74634,14326,977,74634,275
2013,Wayne County,05000US18177,14326,65865,14326,1052,65865,321
2016,"Loudoun County, VA",05000US51107,14313,360766,14313,1358,360766,296
2014,Howard County,05000US18067,14309,81599,14309,1147,81599,283
2014,Wood County,05000US54107,14296,85080,14296,1043,85080,356
2016,"Lebanon County, PA",05000US42075,14293,133614,14293,1315,133614,404
2016,Sevier County,05000US47155,14285,93335,14285,1406,93335,267
2013,Peí±uelas Municipio,05000US72111,14281,23672,14281,790,23672,94
2016,Wilkes County,05000US37193,14278,67731,14278,1399,67731,307
2015,Iberia Parish,05000US22045,14277,72872,14277,1507,72872,254
2013,"Frederick County, MD",05000US24021,14264,232161,14264,1239,232161,469
2015,Pike County,05000US21195,14256,62259,14256,1157,62259,256
2015,Spalding County,05000US13255,14238,62595,14238,1492,62595,305
2016,"Eau Claire County, WI",05000US55035,14233,97556,14233,1021,97556,341
2013,"Kent County, RI",05000US44003,14228,163926,14228,1225,163926,294
2014,Indiana County,05000US42063,14223,82870,14223,935,82870,570
2015,Edgecombe County,05000US37065,14210,54041,14210,1090,54041,200
2016,"Wayne County, OH",05000US39169,14207,111893,14207,1281,111893,440
2015,"Johnson County, IN",05000US18081,14205,142977,14205,1444,142977,297
2016,Lancaster County,05000US45057,14201,81634,14201,1607,81634,292
2016,Chaves County,05000US35005,14196,63868,14196,1613,63868,358
2015,Surry County,05000US37171,14195,72020,14195,1193,72020,265
2016,"Saratoga County, NY",05000US36091,14193,220619,14193,1252,220619,499
2013,"Saratoga County, NY",05000US36091,14192,216906,14192,1258,216906,507
2013,Harrisonburg city,05000US51660,14188,42330,14188,832,42330,625
2013,Rutherford County,05000US37161,14188,65988,14188,1453,65988,253
2015,"Allegan County, MI",05000US26005,14185,111582,14185,1201,111582,246
2014,"Ascension Parish, LA",05000US22005,14179,111038,14179,1370,111038,406
2015,Indiana County,05000US42063,14176,81959,14176,795,81959,392
2014,"LaSalle County, IL",05000US17099,14175,109636,14175,1168,109636,425
2015,White County,05000US05145,14175,74765,14175,1151,74765,447
2016,Walker County,05000US01127,14174,64630,14174,1257,64630,231
2014,Spalding County,05000US13255,14157,62723,14157,1563,62723,422
2015,Rockdale County,05000US13247,14155,85887,14155,1578,85887,281
2015,Lincoln Parish,05000US22061,14146,44103,14146,1125,44103,553
2016,Caldwell County,05000US37027,14137,80432,14137,1429,80432,240
2014,DeKalb County,05000US01049,14128,70247,14128,1555,70247,172
2015,Sevier County,05000US47155,14128,92448,14128,1381,92448,253
2014,Peí±uelas Municipio,05000US72111,14121,23188,14121,888,23188,98
2015,Lafourche Parish,05000US22057,14117,95143,14117,1003,95143,377
